time_utc,proxy,gauge,gauge_shifted
2025-12-01 00:00:00+00:00,9.973659647195535e-15,37.661405967360004,
2025-12-01 00:05:00+00:00,9.973659647195535e-15,,
2025-12-01 00:10:00+00:00,9.973659647195535e-15,,
2025-12-01 00:15:00+00:00,9.973659647195535e-15,37.378237501440005,
2025-12-01 00:20:00+00:00,9.973659647195535e-15,,
2025-12-01 00:25:00+00:00,9.973659647195535e-15,,
2025-12-01 00:30:00+00:00,9.973659647195535e-15,37.661405967360004,
2025-12-01 00:35:00+00:00,9.973659647195535e-15,,
2025-12-01 00:40:00+00:00,9.054502493729115e-15,,
2025-12-01 00:45:00+00:00,9.140345853741915e-15,37.09506903552,
2025-12-01 00:50:00+00:00,9.488473660226608e-15,,
2025-12-01 00:55:00+00:00,9.596925865793555e-15,,
2025-12-01 01:00:00+00:00,9.568836906406827e-15,37.378237501440005,
2025-12-01 01:05:00+00:00,9.540747947020097e-15,,
2025-12-01 01:10:00+00:00,9.51265898763337e-15,,
2025-12-01 01:15:00+00:00,8.943110617234897e-15,36.52873210368,
2025-12-01 01:20:00+00:00,8.818597383188106e-15,,
2025-12-01 01:25:00+00:00,8.692683032143749e-15,,
2025-12-01 01:30:00+00:00,8.179466044308876e-15,36.8119005696,
2025-12-01 01:35:00+00:00,8.252065989833531e-15,,
2025-12-01 01:40:00+00:00,8.77007365642536e-15,,
2025-12-01 01:45:00+00:00,8.67526435998558e-15,37.378237501440005,
2025-12-01 01:50:00+00:00,8.256869975693449e-15,,
2025-12-01 01:55:00+00:00,8.108778776011977e-15,,
2025-12-01 02:00:00+00:00,8.114297407739015e-15,37.661405967360004,
2025-12-01 02:05:00+00:00,8.190540595468049e-15,,
2025-12-01 02:10:00+00:00,8.428323385712396e-15,,
2025-12-01 02:15:00+00:00,8.602745273703691e-15,37.378237501440005,
2025-12-01 02:20:00+00:00,8.58248331863961e-15,,
2025-12-01 02:25:00+00:00,8.56222136357553e-15,,
2025-12-01 02:30:00+00:00,8.54195940851145e-15,37.378237501440005,
2025-12-01 02:35:00+00:00,8.52169745344737e-15,,
2025-12-01 02:40:00+00:00,8.501435498383288e-15,,
2025-12-01 02:45:00+00:00,8.481173543319207e-15,36.52873210368,
2025-12-01 02:50:00+00:00,8.460911588255127e-15,,
2025-12-01 02:55:00+00:00,8.440649633191046e-15,,
2025-12-01 03:00:00+00:00,8.420387678126966e-15,35.67922670592,
2025-12-01 03:05:00+00:00,8.400125723062885e-15,,
2025-12-01 03:10:00+00:00,8.189767852967941e-15,,
2025-12-01 03:15:00+00:00,8.238583881715003e-15,35.11288977408,
2025-12-01 03:20:00+00:00,8.287399910462064e-15,,
2025-12-01 03:25:00+00:00,8.336215939209126e-15,,
2025-12-01 03:30:00+00:00,7.511254374780275e-15,36.24556363776,
2025-12-01 03:35:00+00:00,7.736714814310516e-15,,
2025-12-01 03:40:00+00:00,7.88943015909235e-15,,
2025-12-01 03:45:00+00:00,7.42742218906538e-15,36.52873210368,
2025-12-01 03:50:00+00:00,7.49546206947981e-15,,
2025-12-01 03:55:00+00:00,7.714530792023699e-15,,
2025-12-01 04:00:00+00:00,7.735960782729819e-15,37.09506903552,
2025-12-01 04:05:00+00:00,7.771818438958431e-15,,
2025-12-01 04:10:00+00:00,7.655434913714022e-15,,
2025-12-01 04:15:00+00:00,7.677048839436343e-15,36.52873210368,
2025-12-01 04:20:00+00:00,7.864189844217718e-15,,
2025-12-01 04:25:00+00:00,7.732194396790726e-15,,
2025-12-01 04:30:00+00:00,7.303792954581841e-15,36.52873210368,
2025-12-01 04:35:00+00:00,7.331796563946943e-15,,
2025-12-01 04:40:00+00:00,7.216597102961039e-15,,
2025-12-01 04:45:00+00:00,7.0861364752395505e-15,35.39605824,
2025-12-01 04:50:00+00:00,7.14001108153186e-15,,
2025-12-01 04:55:00+00:00,7.0830594981664794e-15,,
2025-12-01 05:00:00+00:00,7.185198214876481e-15,36.24556363776,
2025-12-01 05:05:00+00:00,7.016346290130284e-15,,
2025-12-01 05:10:00+00:00,6.82151438100659e-15,,
2025-12-01 05:15:00+00:00,6.939653472711736e-15,36.24556363776,
2025-12-01 05:20:00+00:00,7.106026033589257e-15,,
2025-12-01 05:25:00+00:00,6.994972949288392e-15,,
2025-12-01 05:30:00+00:00,6.82716732713749e-15,35.96239517184,
2025-12-01 05:35:00+00:00,6.8832147544140886e-15,,
2025-12-01 05:40:00+00:00,6.999577366004275e-15,,
2025-12-01 05:45:00+00:00,6.7674570342672084e-15,35.96239517184,
2025-12-01 05:50:00+00:00,6.54154804278882e-15,,
2025-12-01 05:55:00+00:00,6.798457232098154e-15,,
2025-12-01 06:00:00+00:00,6.648157166238981e-15,35.67922670592,
2025-12-01 06:05:00+00:00,6.546071805482523e-15,,
2025-12-01 06:10:00+00:00,6.617452805398286e-15,,
2025-12-01 06:15:00+00:00,6.441431656462827e-15,34.546552842240004,
2025-12-01 06:20:00+00:00,6.175198571596165e-15,,
2025-12-01 06:25:00+00:00,6.019131459474529e-15,,
2025-12-01 06:30:00+00:00,6.237021039338041e-15,34.82972130816,
2025-12-01 06:35:00+00:00,6.807372443508202e-15,,
2025-12-01 06:40:00+00:00,6.6741300970077585e-15,,
2025-12-01 06:45:00+00:00,6.137887194122357e-15,34.82972130816,
2025-12-01 06:50:00+00:00,6.034794153297799e-15,,
2025-12-01 06:55:00+00:00,5.809190391232673e-15,,
2025-12-01 07:00:00+00:00,5.793349677769485e-15,34.546552842240004,
2025-12-01 07:05:00+00:00,5.753920199160174e-15,,
2025-12-01 07:10:00+00:00,6.236616235110051e-15,,
2025-12-01 07:15:00+00:00,6.372056480489525e-15,34.546552842240004,
2025-12-01 07:20:00+00:00,5.820575731706994e-15,,
2025-12-01 07:25:00+00:00,5.888797546888632e-15,,
2025-12-01 07:30:00+00:00,5.959389106589621e-15,35.11288977408,
2025-12-01 07:35:00+00:00,5.9606624875316886e-15,,
2025-12-01 07:40:00+00:00,5.980137019505438e-15,,
2025-12-01 07:45:00+00:00,6.0796417298989114e-15,35.39605824,
2025-12-01 07:50:00+00:00,6.562262684484513e-15,,
2025-12-01 07:55:00+00:00,6.500797291847247e-15,,
2025-12-01 08:00:00+00:00,6.268296085876076e-15,35.39605824,
2025-12-01 08:05:00+00:00,6.4440214149776586e-15,,
2025-12-01 08:10:00+00:00,6.073985495394763e-15,,
2025-12-01 08:15:00+00:00,5.721070667154169e-15,34.82972130816,
2025-12-01 08:20:00+00:00,5.7585922031434e-15,,
2025-12-01 08:25:00+00:00,5.631871491602961e-15,,
2025-12-01 08:30:00+00:00,5.476743344873026e-15,34.546552842240004,
2025-12-01 08:35:00+00:00,5.734169774927367e-15,,
2025-12-01 08:40:00+00:00,6.903035415364851e-15,,
2025-12-01 08:45:00+00:00,6.988150486631516e-15,34.546552842240004,
2025-12-01 08:50:00+00:00,5.961341958160223e-15,,
2025-12-01 08:55:00+00:00,5.8275780115586806e-15,,
2025-12-01 09:00:00+00:00,5.755426175417257e-15,34.26338437632,
2025-12-01 09:05:00+00:00,5.707754179327423e-15,,
2025-12-01 09:10:00+00:00,5.7895494904209966e-15,,
2025-12-01 09:15:00+00:00,5.815329729285801e-15,34.546552842240004,
2025-12-01 09:20:00+00:00,5.7643968373529695e-15,,
2025-12-01 09:25:00+00:00,6.0008925316010065e-15,,
2025-12-01 09:30:00+00:00,5.955446219716563e-15,34.546552842240004,
2025-12-01 09:35:00+00:00,5.893879358902053e-15,,
2025-12-01 09:40:00+00:00,5.982115150902699e-15,,
2025-12-01 09:45:00+00:00,5.682905167008366e-15,33.9802159104,
2025-12-01 09:50:00+00:00,5.574749617339561e-15,,
2025-12-01 09:55:00+00:00,5.578982645888254e-15,,
2025-12-01 10:00:00+00:00,5.502696059276863e-15,33.9802159104,
2025-12-01 10:05:00+00:00,5.4463632005373245e-15,,
2025-12-01 10:10:00+00:00,5.667301260904027e-15,,
2025-12-01 10:15:00+00:00,6.157293089984811e-15,34.546552842240004,
2025-12-01 10:20:00+00:00,6.259775138363337e-15,,
2025-12-01 10:25:00+00:00,6.220417084303072e-15,,
2025-12-01 10:30:00+00:00,7.264391412410008e-15,34.82972130816,
2025-12-01 10:35:00+00:00,7.761673126326551e-15,,
2025-12-01 10:40:00+00:00,6.420490890896502e-15,,
2025-12-01 10:45:00+00:00,5.440126886721589e-15,35.11288977408,
2025-12-01 10:50:00+00:00,5.333535109584066e-15,,
2025-12-01 10:55:00+00:00,5.352800456328643e-15,,
2025-12-01 11:00:00+00:00,5.205559717352674e-15,34.546552842240004,
2025-12-01 11:05:00+00:00,5.095083678602063e-15,,
2025-12-01 11:10:00+00:00,5.161232841119336e-15,,
2025-12-01 11:15:00+00:00,5.1698619118222675e-15,34.26338437632,
2025-12-01 11:20:00+00:00,5.161962466078007e-15,,
2025-12-01 11:25:00+00:00,5.316870518673256e-15,,
2025-12-01 11:30:00+00:00,5.392620856192575e-15,33.9802159104,
2025-12-01 11:35:00+00:00,5.377842958370556e-15,,
2025-12-01 11:40:00+00:00,5.578784102452147e-15,,
2025-12-01 11:45:00+00:00,5.455903510468165e-15,33.13071051264,
2025-12-01 11:50:00+00:00,5.292203686386079e-15,,
2025-12-01 11:55:00+00:00,5.397828008146369e-15,,
2025-12-01 12:00:00+00:00,5.514486557251145e-15,33.41387897856,
2025-12-01 12:05:00+00:00,5.688479178276054e-15,,
2025-12-01 12:10:00+00:00,5.590262261403486e-15,,
2025-12-01 12:15:00+00:00,5.4691320654739084e-15,33.9802159104,
2025-12-01 12:20:00+00:00,5.3156209822527e-15,,
2025-12-01 12:25:00+00:00,5.564924948583883e-15,,
2025-12-01 12:30:00+00:00,5.7738205751507145e-15,33.41387897856,
2025-12-01 12:35:00+00:00,5.7724345574937295e-15,,
2025-12-01 12:40:00+00:00,5.968678888266606e-15,,
2025-12-01 12:45:00+00:00,6.630725901847161e-15,33.9802159104,
2025-12-01 12:50:00+00:00,6.694327516559598e-15,,
2025-12-01 12:55:00+00:00,5.944365132503967e-15,,
2025-12-01 13:00:00+00:00,5.753725809468331e-15,33.9802159104,
2025-12-01 13:05:00+00:00,5.953350727721759e-15,,
2025-12-01 13:10:00+00:00,6.206578854692545e-15,,
2025-12-01 13:15:00+00:00,6.623834784507293e-15,33.9802159104,
2025-12-01 13:20:00+00:00,7.592972186638694e-15,,
2025-12-01 13:25:00+00:00,7.839258429012424e-15,,
2025-12-01 13:30:00+00:00,8.597184113719367e-15,33.9802159104,
2025-12-01 13:35:00+00:00,9.880704365577536e-15,,
2025-12-01 13:40:00+00:00,8.27903887759368e-15,,
2025-12-01 13:45:00+00:00,8.47690281515639e-15,33.9802159104,
2025-12-01 13:50:00+00:00,8.6747667527191e-15,,
2025-12-01 13:55:00+00:00,8.87263069028181e-15,,
2025-12-01 14:00:00+00:00,9.07049462784452e-15,33.9802159104,
2025-12-01 14:05:00+00:00,9.26835856540723e-15,,
2025-12-01 14:10:00+00:00,9.46622250296994e-15,,
2025-12-01 14:15:00+00:00,9.896480158890783e-15,33.69704744448,
2025-12-01 14:20:00+00:00,1.1381712051791816e-14,,
2025-12-01 14:25:00+00:00,1.2866943944692849e-14,,
